Jahr,Delikt,Geschlecht,Beziehungsart,Fälle,Straftaten_Total,davon_versucht,davon_mehrfach,Anzahl_geschaedigter_Personen_Total,<10 Jahre,10 - 19 Jahre,20 - 29 Jahre,30 - 39 Jahre,40 - 49 Jahre,50 - 59 Jahre,60 - 69 Jahre,70 Jahre und +
2016,Ausnützung der Notlage (Art. 193),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2016,Ausnützung der Notlage (Art. 193),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2016,Ausnützung der Notlage (Art. 193),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2016,Ausnützung der Notlage (Art. 193),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2016,Ausnützung der Notlage (Art. 193),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2016,Ausnützung der Notlage (Art. 193),weiblich,Alle,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2016,Ausnützung der Notlage (Art. 193),weiblich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2016,Ausnützung der Notlage (Art. 193),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2016,Ausnützung der Notlage (Art. 193),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2016,Ausnützung der Notlage (Art. 193),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2016,Sexuelle Belästigungen (Art. 198),Total,Alle,48.0,50.0,0.0,10.0,50,1,12.0,14.0,12.0,9,2,0,0
2016,Sexuelle Belästigungen (Art. 198),männlich,Alle,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2016,Sexuelle Belästigungen (Art. 198),männlich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2016,Sexuelle Belästigungen (Art. 198),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2016,Sexuelle Belästigungen (Art. 198),männlich,   Eltern-Kind-Beziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2016,Sexuelle Belästigungen (Art. 198),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2016,Sexuelle Belästigungen (Art. 198),weiblich,Alle,,,,,48,1,11.0,14.0,11.0,9,2,0,0
2016,Sexuelle Belästigungen (Art. 198),weiblich,   Partnerschaft,,,,,17,0,1.0,5.0,6.0,4,1,0,0
2016,Sexuelle Belästigungen (Art. 198),weiblich,   ehemalige Partnerschaft,,,,,17,0,2.0,6.0,5.0,3,1,0,0
2016,Sexuelle Belästigungen (Art. 198),weiblich,   Eltern-Kind-Beziehung,,,,,7,0,5.0,2.0,0.0,0,0,0,0
2016,Sexuelle Belästigungen (Art. 198),weiblich,   andere Verwandtschaftsbeziehung,,,,,7,1,3.0,1.0,0.0,2,0,0,0
2016,Strafbare Vorbereitungshandlungen (Art. 260bis),Total,Alle,5.0,10.0,0.0,0.0,9,4,1.0,1.0,1.0,2,0,0,0
2016,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,Alle,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2016,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2016,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2016,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   Eltern-Kind-Beziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2016,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2016,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,Alle,,,,,8,3,1.0,1.0,1.0,2,0,0,0
2016,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2016,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   ehemalige Partnerschaft,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2016,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   Eltern-Kind-Beziehung,,,,,4,3,1.0,0.0,0.0,0,0,0,0
2016,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   andere Verwandtschaftsbeziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2017,Total Häusliche Gewalt,Total,Alle,9085.0,17024.0,218.0,3927.0,9885,519,1091.0,2129.0,2722.0,1964,990,306,161
2017,Total Häusliche Gewalt,männlich,Alle,,,,,2706,251,339.0,410.0,605.0,511,372,147,70
2017,Total Häusliche Gewalt,männlich,   Partnerschaft,,,,,1110,1,11.0,198.0,354.0,273,185,66,22
2017,Total Häusliche Gewalt,männlich,   ehemalige Partnerschaft,,,,,546,0,16.0,108.0,173.0,152,75,16,6
2017,Total Häusliche Gewalt,männlich,   Eltern-Kind-Beziehung,,,,,707,220,262.0,53.0,16.0,38,59,29,30
2017,Total Häusliche Gewalt,männlich,   andere Verwandtschaftsbeziehung,,,,,407,37,55.0,66.0,72.0,61,63,38,14
2017,Total Häusliche Gewalt,weiblich,Alle,,,,,7179,268,752.0,1719.0,2117.0,1453,618,159,91
2017,Total Häusliche Gewalt,weiblich,   Partnerschaft,,,,,3829,0,102.0,1057.0,1356.0,889,312,75,37
2017,Total Häusliche Gewalt,weiblich,   ehemalige Partnerschaft,,,,,2070,2,175.0,560.0,722.0,436,153,20,2
2017,Total Häusliche Gewalt,weiblich,   Eltern-Kind-Beziehung,,,,,955,212,381.0,57.0,46.0,88,102,38,31
2017,Total Häusliche Gewalt,weiblich,   andere Verwandtschaftsbeziehung,,,,,600,58,118.0,130.0,90.0,87,62,30,24
2017,Tötungsdelikte vollendet (Art. 111-113/116),Total,Alle,19.0,21.0,0.0,0.0,21,0,0.0,2.0,4.0,3,3,5,4
2017,Tötungsdelikte vollendet (Art. 111-113/116),männlich,Alle,,,,,4,0,0.0,0.0,2.0,0,0,2,0
2017,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   Eltern-Kind-Beziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2017,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   andere Verwandtschaftsbeziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2017,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,Alle,,,,,17,0,0.0,2.0,2.0,3,3,3,4
2017,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   Partnerschaft,,,,,9,0,0.0,2.0,0.0,2,2,1,2
2017,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   ehemalige Partnerschaft,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2017,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   Eltern-Kind-Beziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2017,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   andere Verwandtschaftsbeziehung,,,,,4,0,0.0,0.0,1.0,0,1,1,1
2017,Tötungsdelikte versucht (Art. 111-113/116),Total,Alle,47.0,53.0,53.0,0.0,53,8,0.0,10.0,16.0,10,6,2,1
2017,Tötungsdelikte versucht (Art. 111-113/116),männlich,Alle,,,,,19,7,0.0,2.0,4.0,2,3,1,0
2017,Tötungsdelikte versucht (Art. 111-113/116),männlich,   Partnerschaft,,,,,8,0,0.0,1.0,3.0,2,2,0,0
2017,Tötungsdelikte versucht (Art. 111-113/116),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Tötungsdelikte versucht (Art. 111-113/116),männlich,   Eltern-Kind-Beziehung,,,,,7,7,0.0,0.0,0.0,0,0,0,0
2017,Tötungsdelikte versucht (Art. 111-113/116),männlich,   andere Verwandtschaftsbeziehung,,,,,4,0,0.0,1.0,1.0,0,1,1,0
2017,Tötungsdelikte versucht (Art. 111-113/116),weiblich,Alle,,,,,34,1,0.0,8.0,12.0,8,3,1,1
2017,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   Partnerschaft,,,,,21,0,0.0,4.0,10.0,4,2,1,0
2017,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   ehemalige Partnerschaft,,,,,7,0,0.0,2.0,0.0,4,1,0,0
2017,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   Eltern-Kind-Beziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2017,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   andere Verwandtschaftsbeziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2017,Verleitung und Beihilfe zum Selbstmord (Art. 115),Total,Alle,2.0,2.0,2.0,0.0,2,X,0.0,0.0,0.0,X,X,X,X
2017,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,Alle,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2017,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2017,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2017,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),Total,Alle,1.0,1.0,1.0,0.0,1,X,0.0,0.0,0.0,X,X,X,X
2017,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,Alle,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2017,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2017,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Schwere Körperverletzung (Art. 122),Total,Alle,75.0,84.0,30.0,5.0,83,5,7.0,20.0,24.0,13,10,1,3
2017,Schwere Körperverletzung (Art. 122),männlich,Alle,,,,,26,4,3.0,5.0,3.0,4,6,0,1
2017,Schwere Körperverletzung (Art. 122),männlich,   Partnerschaft,,,,,11,0,0.0,3.0,3.0,3,2,0,0
2017,Schwere Körperverletzung (Art. 122),männlich,   ehemalige Partnerschaft,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2017,Schwere Körperverletzung (Art. 122),männlich,   Eltern-Kind-Beziehung,,,,,10,3,2.0,1.0,0.0,1,2,0,1
2017,Schwere Körperverletzung (Art. 122),männlich,   andere Verwandtschaftsbeziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2017,Schwere Körperverletzung (Art. 122),weiblich,Alle,,,,,57,1,4.0,15.0,21.0,9,4,1,2
2017,Schwere Körperverletzung (Art. 122),weiblich,   Partnerschaft,,,,,35,0,1.0,8.0,18.0,6,1,1,0
2017,Schwere Körperverletzung (Art. 122),weiblich,   ehemalige Partnerschaft,,,,,16,0,1.0,7.0,3.0,3,2,0,0
2017,Schwere Körperverletzung (Art. 122),weiblich,   Eltern-Kind-Beziehung,,,,,6,1,2.0,0.0,1.0,0,1,0,1
2017,Schwere Körperverletzung (Art. 122),weiblich,   andere Verwandtschaftsbeziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2017,Einfache Körperverletzung (Art. 123),Total,Alle,1752.0,2057.0,39.0,194.0,1979,118,226.0,493.0,513.0,353,185,55,35
2017,Einfache Körperverletzung (Art. 123),männlich,Alle,,,,,528,68,77.0,83.0,112.0,80,64,28,16
2017,Einfache Körperverletzung (Art. 123),männlich,   Partnerschaft,,,,,238,0,1.0,45.0,75.0,54,41,14,8
2017,Einfache Körperverletzung (Art. 123),männlich,   ehemalige Partnerschaft,,,,,73,0,4.0,23.0,22.0,14,9,0,1
2017,Einfache Körperverletzung (Art. 123),männlich,   Eltern-Kind-Beziehung,,,,,165,64,63.0,6.0,4.0,6,10,7,5
2017,Einfache Körperverletzung (Art. 123),männlich,   andere Verwandtschaftsbeziehung,,,,,63,9,10.0,10.0,11.0,7,6,7,3
2017,Einfache Körperverletzung (Art. 123),weiblich,Alle,,,,,1451,50,149.0,410.0,401.0,273,121,27,19
2017,Einfache Körperverletzung (Art. 123),weiblich,   Partnerschaft,,,,,919,0,30.0,292.0,285.0,207,81,15,9
2017,Einfache Körperverletzung (Art. 123),weiblich,   ehemalige Partnerschaft,,,,,300,1,24.0,99.0,105.0,51,16,3,1
2017,Einfache Körperverletzung (Art. 123),weiblich,   Eltern-Kind-Beziehung,,,,,180,47,77.0,9.0,3.0,10,19,7,8
2017,Einfache Körperverletzung (Art. 123),weiblich,   andere Verwandtschaftsbeziehung,,,,,84,3,21.0,23.0,17.0,9,6,2,2
2017,Verstümmelung weiblicher Genitalien (Art. 124),Total,Alle,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0
2017,Verstümmelung weiblicher Genitalien (Art. 124),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Verstümmelung weiblicher Genitalien (Art. 124),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Verstümmelung weiblicher Genitalien (Art. 124),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Verstümmelung weiblicher Genitalien (Art. 124),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Verstümmelung weiblicher Genitalien (Art. 124),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Verstümmelung weiblicher Genitalien (Art. 124),weiblich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Verstümmelung weiblicher Genitalien (Art. 124),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Verstümmelung weiblicher Genitalien (Art. 124),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Verstümmelung weiblicher Genitalien (Art. 124),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Verstümmelung weiblicher Genitalien (Art. 124),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Tätlichkeiten (Art. 126),Total,Alle,4339.0,5369.0,4.0,1812.0,4989,211,533.0,1143.0,1445.0,1001,447,146,62
2017,Tätlichkeiten (Art. 126),männlich,Alle,,,,,1449,113,191.0,244.0,349.0,287,169,73,22
2017,Tätlichkeiten (Art. 126),männlich,   Partnerschaft,,,,,739,0,8.0,138.0,244.0,183,111,45,10
2017,Tätlichkeiten (Art. 126),männlich,   ehemalige Partnerschaft,,,,,233,0,7.0,53.0,81.0,65,21,5,1
2017,Tätlichkeiten (Art. 126),männlich,   Eltern-Kind-Beziehung,,,,,369,108,154.0,28.0,5.0,23,31,11,9
2017,Tätlichkeiten (Art. 126),männlich,   andere Verwandtschaftsbeziehung,,,,,138,6,24.0,35.0,25.0,23,9,13,2
2017,Tätlichkeiten (Art. 126),weiblich,Alle,,,,,3540,98,342.0,899.0,1096.0,714,278,73,40
2017,Tätlichkeiten (Art. 126),weiblich,   Partnerschaft,,,,,2255,0,45.0,636.0,825.0,512,166,49,22
2017,Tätlichkeiten (Art. 126),weiblich,   ehemalige Partnerschaft,,,,,716,0,56.0,221.0,251.0,139,45,3,1
2017,Tätlichkeiten (Art. 126),weiblich,   Eltern-Kind-Beziehung,,,,,484,93,212.0,28.0,26.0,53,53,11,8
2017,Tätlichkeiten (Art. 126),weiblich,   andere Verwandtschaftsbeziehung,,,,,182,6,38.0,49.0,28.0,24,16,11,10
2017,Aussetzung (Art. 127),Total,Alle,6.0,11.0,0.0,0.0,11,7,0.0,1.0,0.0,0,1,1,1
2017,Aussetzung (Art. 127),männlich,Alle,,,,,5,4,0.0,0.0,0.0,0,1,0,0
2017,Aussetzung (Art. 127),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Aussetzung (Art. 127),männlich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2017,Aussetzung (Art. 127),männlich,   Eltern-Kind-Beziehung,,,,,4,4,0.0,0.0,0.0,0,0,0,0
2017,Aussetzung (Art. 127),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Aussetzung (Art. 127),weiblich,Alle,,,,,6,3,0.0,1.0,0.0,0,0,1,1
2017,Aussetzung (Art. 127),weiblich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2017,Aussetzung (Art. 127),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Aussetzung (Art. 127),weiblich,   Eltern-Kind-Beziehung,,,,,5,3,0.0,0.0,0.0,0,0,1,1
2017,Aussetzung (Art. 127),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Gefährdung Leben (Art. 129),Total,Alle,120.0,121.0,11.0,7.0,116,4,12.0,37.0,38.0,14,7,2,2
2017,Gefährdung Leben (Art. 129),männlich,Alle,,,,,11,1,2.0,2.0,1.0,1,3,1,0
2017,Gefährdung Leben (Art. 129),männlich,   Partnerschaft,,,,,6,0,1.0,2.0,1.0,1,0,1,0
2017,Gefährdung Leben (Art. 129),männlich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2017,Gefährdung Leben (Art. 129),männlich,   Eltern-Kind-Beziehung,,,,,4,1,1.0,0.0,0.0,0,2,0,0
2017,Gefährdung Leben (Art. 129),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Gefährdung Leben (Art. 129),weiblich,Alle,,,,,105,3,10.0,35.0,37.0,13,4,1,2
2017,Gefährdung Leben (Art. 129),weiblich,   Partnerschaft,,,,,63,0,2.0,22.0,26.0,11,2,0,0
2017,Gefährdung Leben (Art. 129),weiblich,   ehemalige Partnerschaft,,,,,27,0,4.0,9.0,11.0,3,0,0,0
2017,Gefährdung Leben (Art. 129),weiblich,   Eltern-Kind-Beziehung,,,,,10,2,3.0,3.0,0.0,0,1,0,1
2017,Gefährdung Leben (Art. 129),weiblich,   andere Verwandtschaftsbeziehung,,,,,10,1,1.0,2.0,2.0,1,1,1,1
2017,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),Total,Alle,10.0,10.0,0.0,0.0,10,3,5.0,1.0,0.0,1,0,0,0
2017,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),männlich,Alle,,,,,6,1,4.0,1.0,0.0,0,0,0,0
2017,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),männlich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2017,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),männlich,   Eltern-Kind-Beziehung,,,,,4,1,2.0,1.0,0.0,0,0,0,0
2017,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),männlich,   andere Verwandtschaftsbeziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2017,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),weiblich,Alle,,,,,4,2,1.0,0.0,0.0,1,0,0,0
2017,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),weiblich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2017,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),weiblich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2017,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),weiblich,   Eltern-Kind-Beziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2017,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2017,Üble Nachrede (Art. 173),Total,Alle,222.0,245.0,0.0,19.0,241,0,11.0,38.0,69.0,69,37,11,6
2017,Üble Nachrede (Art. 173),männlich,Alle,,,,,97,0,0.0,11.0,33.0,26,17,7,3
2017,Üble Nachrede (Art. 173),männlich,   Partnerschaft,,,,,14,0,0.0,1.0,5.0,6,2,0,0
2017,Üble Nachrede (Art. 173),männlich,   ehemalige Partnerschaft,,,,,53,0,0.0,7.0,20.0,15,8,2,1
2017,Üble Nachrede (Art. 173),männlich,   Eltern-Kind-Beziehung,,,,,5,0,0.0,1.0,2.0,0,1,0,1
2017,Üble Nachrede (Art. 173),männlich,   andere Verwandtschaftsbeziehung,,,,,28,0,0.0,4.0,6.0,5,7,5,1
2017,Üble Nachrede (Art. 173),weiblich,Alle,,,,,144,0,11.0,27.0,36.0,43,20,4,3
2017,Üble Nachrede (Art. 173),weiblich,   Partnerschaft,,,,,18,0,1.0,5.0,5.0,4,2,1,0
2017,Üble Nachrede (Art. 173),weiblich,   ehemalige Partnerschaft,,,,,92,0,10.0,18.0,26.0,28,10,0,0
2017,Üble Nachrede (Art. 173),weiblich,   Eltern-Kind-Beziehung,,,,,6,0,0.0,2.0,0.0,0,1,1,2
2017,Üble Nachrede (Art. 173),weiblich,   andere Verwandtschaftsbeziehung,,,,,32,0,0.0,4.0,6.0,11,7,2,2
2017,Verleumdung (Art. 174),Total,Alle,193.0,198.0,0.0,15.0,200,0,7.0,32.0,64.0,57,27,9,4
2017,Verleumdung (Art. 174),männlich,Alle,,,,,90,0,1.0,13.0,24.0,30,16,4,2
2017,Verleumdung (Art. 174),männlich,   Partnerschaft,,,,,21,0,0.0,2.0,7.0,4,7,0,1
2017,Verleumdung (Art. 174),männlich,   ehemalige Partnerschaft,,,,,49,0,0.0,9.0,13.0,21,5,1,0
2017,Verleumdung (Art. 174),männlich,   Eltern-Kind-Beziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2017,Verleumdung (Art. 174),männlich,   andere Verwandtschaftsbeziehung,,,,,19,0,1.0,2.0,4.0,6,4,2,0
2017,Verleumdung (Art. 174),weiblich,Alle,,,,,110,0,6.0,19.0,40.0,27,11,5,2
2017,Verleumdung (Art. 174),weiblich,   Partnerschaft,,,,,13,0,2.0,2.0,5.0,3,1,0,0
2017,Verleumdung (Art. 174),weiblich,   ehemalige Partnerschaft,,,,,74,0,3.0,15.0,32.0,16,5,3,0
2017,Verleumdung (Art. 174),weiblich,   Eltern-Kind-Beziehung,,,,,6,0,1.0,0.0,0.0,2,2,1,0
2017,Verleumdung (Art. 174),weiblich,   andere Verwandtschaftsbeziehung,,,,,21,0,1.0,2.0,4.0,7,4,1,2
2017,Beschimpfung (Art. 177),Total,Alle,2588.0,2925.0,1.0,732.0,2855,26,242.0,622.0,844.0,663,332,76,49
2017,Beschimpfung (Art. 177),männlich,Alle,,,,,679,11,62.0,112.0,155.0,166,115,36,22
2017,Beschimpfung (Art. 177),männlich,   Partnerschaft,,,,,320,0,2.0,48.0,88.0,97,60,20,5
2017,Beschimpfung (Art. 177),männlich,   ehemalige Partnerschaft,,,,,156,0,3.0,35.0,50.0,35,24,7,2
2017,Beschimpfung (Art. 177),männlich,   Eltern-Kind-Beziehung,,,,,124,9,49.0,18.0,1.0,15,17,5,10
2017,Beschimpfung (Art. 177),männlich,   andere Verwandtschaftsbeziehung,,,,,87,2,8.0,12.0,17.0,22,17,4,5
2017,Beschimpfung (Art. 177),weiblich,Alle,,,,,2176,15,180.0,510.0,689.0,497,217,40,27
2017,Beschimpfung (Art. 177),weiblich,   Partnerschaft,,,,,1199,0,25.0,308.0,430.0,301,109,18,8
2017,Beschimpfung (Art. 177),weiblich,   ehemalige Partnerschaft,,,,,651,2,59.0,169.0,222.0,143,49,7,0
2017,Beschimpfung (Art. 177),weiblich,   Eltern-Kind-Beziehung,,,,,206,13,70.0,11.0,18.0,29,41,13,11
2017,Beschimpfung (Art. 177),weiblich,   andere Verwandtschaftsbeziehung,,,,,154,0,29.0,33.0,29.0,28,21,5,8
2017,Missbrauch einer Fernmeldeanlage (Art. 179septies),Total,Alle,504.0,514.0,0.0,108.0,494,3,47.0,128.0,159.0,97,47,11,2
2017,Missbrauch einer Fernmeldeanlage (Art. 179septies),männlich,Alle,,,,,61,1,1.0,15.0,17.0,11,11,4,1
2017,Missbrauch einer Fernmeldeanlage (Art. 179septies),männlich,   Partnerschaft,,,,,7,0,0.0,2.0,3.0,1,1,0,0
