Jahr,Delikt,Geschlecht,Beziehungsart,Fälle,Straftaten_Total,davon_versucht,davon_mehrfach,Anzahl_beschuldigter_Personen_Total,<10 Jahre,10 - 14 Jahre,15 - 17 Jahre,17 - 19 Jahre,20 - 24 Jahre,25 - 29 Jahre,30 - 34 Jahre,35 - 39 Jahre,40 - 49 Jahre,50 - 59 Jahre,60 - 69 Jahre,70 Jahre und +
2016,Tätlichkeiten (Art. 126),weiblich,   ehemalige Partnerschaft,,,,,228,0,0,3,6,26,43,48,38,44,15,4,1
2016,Tätlichkeiten (Art. 126),weiblich,   Eltern-Kind-Beziehung,,,,,233,0,6,16,7,16,11,31,37,83,23,2,1
2016,Tätlichkeiten (Art. 126),weiblich,   andere Verwandtschaftsbeziehung,,,,,99,0,1,3,2,12,13,10,4,18,23,9,4
2016,Aussetzung (Art. 127),Total,Alle,4.0,4.0,0.0,0.0,5,0,0,0,0,0,0,1,1,3,0,0,0
2016,Aussetzung (Art. 127),männlich,Alle,,,,,3,X,X,X,X,X,X,X,X,X,X,X,X
2016,Aussetzung (Art. 127),männlich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Aussetzung (Art. 127),männlich,   ehemalige Partnerschaft,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,Aussetzung (Art. 127),männlich,   Eltern-Kind-Beziehung,,,,,2,X,X,X,X,X,X,X,X,X,X,X,X
2016,Aussetzung (Art. 127),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Aussetzung (Art. 127),weiblich,Alle,,,,,2,X,X,X,X,X,X,X,X,X,X,X,X
2016,Aussetzung (Art. 127),weiblich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Aussetzung (Art. 127),weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Aussetzung (Art. 127),weiblich,   Eltern-Kind-Beziehung,,,,,2,X,X,X,X,X,X,X,X,X,X,X,X
2016,Aussetzung (Art. 127),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Gefährdung Leben (Art. 129),Total,Alle,119.0,121.0,4.0,13.0,122,0,0,1,3,14,21,20,16,25,16,5,1
2016,Gefährdung Leben (Art. 129),männlich,Alle,,,,,104,0,0,1,3,11,19,17,14,22,12,4,1
2016,Gefährdung Leben (Art. 129),männlich,   Partnerschaft,,,,,62,0,0,1,0,8,8,12,8,16,8,1,0
2016,Gefährdung Leben (Art. 129),männlich,   ehemalige Partnerschaft,,,,,21,0,0,0,2,2,8,2,2,3,2,0,0
2016,Gefährdung Leben (Art. 129),männlich,   Eltern-Kind-Beziehung,,,,,14,0,0,0,1,0,1,2,2,4,1,2,1
2016,Gefährdung Leben (Art. 129),männlich,   andere Verwandtschaftsbeziehung,,,,,9,0,0,0,0,1,2,2,2,0,1,1,0
2016,Gefährdung Leben (Art. 129),weiblich,Alle,,,,,18,0,0,0,0,3,2,3,2,3,4,1,0
2016,Gefährdung Leben (Art. 129),weiblich,   Partnerschaft,,,,,3,X,X,X,X,X,X,X,X,X,X,X,X
2016,Gefährdung Leben (Art. 129),weiblich,   ehemalige Partnerschaft,,,,,3,X,X,X,X,X,X,X,X,X,X,X,X
2016,Gefährdung Leben (Art. 129),weiblich,   Eltern-Kind-Beziehung,,,,,8,0,0,0,0,1,0,2,1,2,2,0,0
2016,Gefährdung Leben (Art. 129),weiblich,   andere Verwandtschaftsbeziehung,,,,,4,0,0,0,0,1,0,0,0,0,2,1,0
2016,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),Total,Alle,14.0,14.0,0.0,0.0,12,0,0,0,2,1,0,0,4,4,1,0,0
2016,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),männlich,Alle,,,,,8,0,0,0,2,1,0,0,2,2,1,0,0
2016,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),männlich,   Partnerschaft,,,,,3,X,X,X,X,X,X,X,X,X,X,X,X
2016,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),männlich,   ehemalige Partnerschaft,,,,,2,X,X,X,X,X,X,X,X,X,X,X,X
2016,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),männlich,   Eltern-Kind-Beziehung,,,,,3,X,X,X,X,X,X,X,X,X,X,X,X
2016,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),weiblich,Alle,,,,,4,0,0,0,0,0,0,0,2,2,0,0,0
2016,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),weiblich,   Partnerschaft,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),weiblich,   Eltern-Kind-Beziehung,,,,,3,X,X,X,X,X,X,X,X,X,X,X,X
2016,Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Üble Nachrede (Art. 173),Total,Alle,258.0,265.0,1.0,24.0,279,0,1,1,5,13,33,35,34,89,40,15,13
2016,Üble Nachrede (Art. 173),männlich,Alle,,,,,147,0,1,1,4,9,15,18,17,46,21,8,7
2016,Üble Nachrede (Art. 173),männlich,   Partnerschaft,,,,,20,0,0,1,0,1,3,0,4,7,3,1,0
2016,Üble Nachrede (Art. 173),männlich,   ehemalige Partnerschaft,,,,,88,0,0,0,4,7,11,15,8,28,12,3,0
2016,Üble Nachrede (Art. 173),männlich,   Eltern-Kind-Beziehung,,,,,5,0,1,0,0,1,0,0,0,2,0,1,0
2016,Üble Nachrede (Art. 173),männlich,   andere Verwandtschaftsbeziehung,,,,,34,0,0,0,0,0,1,3,5,9,6,3,7
2016,Üble Nachrede (Art. 173),weiblich,Alle,,,,,132,0,0,0,1,4,18,17,17,43,19,7,6
2016,Üble Nachrede (Art. 173),weiblich,   Partnerschaft,,,,,24,0,0,0,0,0,6,5,3,7,2,0,1
2016,Üble Nachrede (Art. 173),weiblich,   ehemalige Partnerschaft,,,,,68,0,0,0,0,3,7,11,10,27,8,2,0
2016,Üble Nachrede (Art. 173),weiblich,   Eltern-Kind-Beziehung,,,,,8,0,0,0,0,1,0,0,1,3,0,2,1
2016,Üble Nachrede (Art. 173),weiblich,   andere Verwandtschaftsbeziehung,,,,,35,0,0,0,1,1,5,1,3,6,9,5,4
2016,Verleumdung (Art. 174),Total,Alle,195.0,206.0,0.0,14.0,212,0,0,1,4,10,20,34,30,58,40,10,5
2016,Verleumdung (Art. 174),männlich,Alle,,,,,111,0,0,1,3,5,7,16,15,29,26,8,1
2016,Verleumdung (Art. 174),männlich,   Partnerschaft,,,,,23,0,0,0,0,1,1,1,6,9,4,1,0
2016,Verleumdung (Art. 174),männlich,   ehemalige Partnerschaft,,,,,70,0,0,1,3,3,6,13,7,18,14,4,1
2016,Verleumdung (Art. 174),männlich,   Eltern-Kind-Beziehung,,,,,6,0,0,0,0,1,0,0,1,0,3,1,0
2016,Verleumdung (Art. 174),männlich,   andere Verwandtschaftsbeziehung,,,,,16,0,0,0,0,0,1,2,1,2,8,2,0
2016,Verleumdung (Art. 174),weiblich,Alle,,,,,101,0,0,0,1,5,13,18,15,29,14,2,4
2016,Verleumdung (Art. 174),weiblich,   Partnerschaft,,,,,16,0,0,0,0,0,3,5,3,5,0,0,0
2016,Verleumdung (Art. 174),weiblich,   ehemalige Partnerschaft,,,,,54,0,0,0,0,4,7,9,9,19,5,1,0
2016,Verleumdung (Art. 174),weiblich,   Eltern-Kind-Beziehung,,,,,9,0,0,0,1,0,0,1,1,2,2,1,1
2016,Verleumdung (Art. 174),weiblich,   andere Verwandtschaftsbeziehung,,,,,25,0,0,0,0,1,3,4,2,3,8,0,4
2016,Beschimpfung (Art. 177),Total,Alle,2606.0,2916.0,3.0,772.0,2787,0,14,41,62,240,359,423,454,700,349,96,47
2016,Beschimpfung (Art. 177),männlich,Alle,,,,,2160,0,11,34,49,173,276,316,361,540,285,77,36
2016,Beschimpfung (Art. 177),männlich,   Partnerschaft,,,,,1177,0,0,0,10,73,148,189,211,306,178,44,18
2016,Beschimpfung (Art. 177),männlich,   ehemalige Partnerschaft,,,,,692,0,0,12,16,67,104,110,120,170,69,16,6
2016,Beschimpfung (Art. 177),männlich,   Eltern-Kind-Beziehung,,,,,201,0,10,16,16,18,8,16,17,52,37,9,2
2016,Beschimpfung (Art. 177),männlich,   andere Verwandtschaftsbeziehung,,,,,201,0,2,8,9,26,23,16,25,46,23,13,10
2016,Beschimpfung (Art. 177),weiblich,Alle,,,,,627,0,3,7,13,67,83,107,93,160,64,19,11
2016,Beschimpfung (Art. 177),weiblich,   Partnerschaft,,,,,306,0,0,1,4,29,46,60,54,87,17,6,2
2016,Beschimpfung (Art. 177),weiblich,   ehemalige Partnerschaft,,,,,164,0,0,1,4,14,24,35,28,38,16,3,1
2016,Beschimpfung (Art. 177),weiblich,   Eltern-Kind-Beziehung,,,,,68,0,2,4,3,12,2,4,6,23,8,2,2
2016,Beschimpfung (Art. 177),weiblich,   andere Verwandtschaftsbeziehung,,,,,100,0,1,1,2,13,13,9,7,15,24,8,7
2016,Missbrauch einer Fernmeldeanlage (Art. 179septies),Total,Alle,606.0,612.0,0.0,152.0,582,0,1,4,23,59,84,96,75,149,75,13,3
2016,Missbrauch einer Fernmeldeanlage (Art. 179septies),männlich,Alle,,,,,507,0,1,3,22,49,76,82,66,134,64,9,1
2016,Missbrauch einer Fernmeldeanlage (Art. 179septies),männlich,   Partnerschaft,,,,,79,0,0,0,3,3,15,14,12,24,7,1,0
2016,Missbrauch einer Fernmeldeanlage (Art. 179septies),männlich,   ehemalige Partnerschaft,,,,,396,0,1,3,19,42,62,66,49,98,49,6,1
2016,Missbrauch einer Fernmeldeanlage (Art. 179septies),männlich,   Eltern-Kind-Beziehung,,,,,16,0,0,0,0,1,0,0,3,5,7,0,0
2016,Missbrauch einer Fernmeldeanlage (Art. 179septies),männlich,   andere Verwandtschaftsbeziehung,,,,,27,0,0,0,0,3,1,3,4,10,4,2,0
2016,Missbrauch einer Fernmeldeanlage (Art. 179septies),weiblich,Alle,,,,,75,0,0,1,1,10,8,14,9,15,11,4,2
2016,Missbrauch einer Fernmeldeanlage (Art. 179septies),weiblich,   Partnerschaft,,,,,4,0,0,0,0,0,1,0,1,1,1,0,0
2016,Missbrauch einer Fernmeldeanlage (Art. 179septies),weiblich,   ehemalige Partnerschaft,,,,,52,0,0,1,1,7,7,10,7,12,4,3,0
2016,Missbrauch einer Fernmeldeanlage (Art. 179septies),weiblich,   Eltern-Kind-Beziehung,,,,,3,X,X,X,X,X,X,X,X,X,X,X,X
2016,Missbrauch einer Fernmeldeanlage (Art. 179septies),weiblich,   andere Verwandtschaftsbeziehung,,,,,17,0,0,0,0,3,0,3,1,3,5,1,1
2016,Drohung (Art. 180),Total,Alle,3851.0,4189.0,2.0,971.0,3869,0,11,51,77,319,551,597,627,963,498,121,48
2016,Drohung (Art. 180),männlich,Alle,,,,,3303,0,7,44,67,268,466,496,534,818,443,113,41
2016,Drohung (Art. 180),männlich,   Partnerschaft,,,,,1820,0,0,4,14,113,257,275,318,478,267,65,29
2016,Drohung (Art. 180),männlich,   ehemalige Partnerschaft,,,,,1057,0,1,12,26,95,175,196,172,241,110,22,4
2016,Drohung (Art. 180),männlich,   Eltern-Kind-Beziehung,,,,,332,0,5,21,18,30,27,26,46,82,61,13,3
2016,Drohung (Art. 180),männlich,   andere Verwandtschaftsbeziehung,,,,,298,0,1,12,11,46,32,23,35,67,40,22,6
2016,Drohung (Art. 180),weiblich,Alle,,,,,566,0,4,7,10,51,85,101,93,145,55,8,7
2016,Drohung (Art. 180),weiblich,   Partnerschaft,,,,,295,0,0,1,4,27,58,49,59,71,19,2,5
2016,Drohung (Art. 180),weiblich,   ehemalige Partnerschaft,,,,,147,0,0,1,3,13,17,38,24,39,11,1,0
2016,Drohung (Art. 180),weiblich,   Eltern-Kind-Beziehung,,,,,63,0,2,5,1,2,3,9,5,25,9,2,0
2016,Drohung (Art. 180),weiblich,   andere Verwandtschaftsbeziehung,,,,,69,0,2,0,2,9,9,6,6,14,16,3,2
2016,Nötigung (Art. 181),Total,Alle,713.0,739.0,46.0,155.0,700,0,1,8,12,68,91,121,123,147,89,28,12
2016,Nötigung (Art. 181),männlich,Alle,,,,,608,0,1,6,12,59,80,110,107,127,75,20,11
2016,Nötigung (Art. 181),männlich,   Partnerschaft,,,,,275,0,0,2,0,18,34,49,66,57,35,10,4
2016,Nötigung (Art. 181),männlich,   ehemalige Partnerschaft,,,,,277,0,1,2,10,36,40,55,35,61,28,6,3
2016,Nötigung (Art. 181),männlich,   Eltern-Kind-Beziehung,,,,,43,0,0,2,1,3,2,3,8,9,12,1,2
2016,Nötigung (Art. 181),männlich,   andere Verwandtschaftsbeziehung,,,,,29,0,0,0,1,4,4,5,1,6,3,3,2
2016,Nötigung (Art. 181),weiblich,Alle,,,,,92,0,0,2,0,9,11,11,16,20,14,8,1
2016,Nötigung (Art. 181),weiblich,   Partnerschaft,,,,,27,0,0,0,0,5,3,4,7,2,5,1,0
2016,Nötigung (Art. 181),weiblich,   ehemalige Partnerschaft,,,,,30,0,0,0,0,2,4,6,5,9,3,1,0
2016,Nötigung (Art. 181),weiblich,   Eltern-Kind-Beziehung,,,,,19,0,0,2,0,1,1,1,1,7,4,2,0
2016,Nötigung (Art. 181),weiblich,   andere Verwandtschaftsbeziehung,,,,,17,0,0,1,0,1,3,0,3,2,2,4,1
2016,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",Total,Alle,4.0,4.0,1.0,0.0,5,0,0,0,0,1,2,0,0,1,1,0,0
2016,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",männlich,Alle,,,,,4,0,0,0,0,1,2,0,0,1,0,0,0
2016,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",männlich,   Partnerschaft,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",männlich,   ehemalige Partnerschaft,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",männlich,   Eltern-Kind-Beziehung,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",männlich,   andere Verwandtschaftsbeziehung,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",weiblich,Alle,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",weiblich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Zwangsheirat, erzwungene eingetragene Partnerschaft (Art. 181a)",weiblich,   andere Verwandtschaftsbeziehung,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,Freiheitsberaubung und Entführung (Art. 183),Total,Alle,121.0,129.0,4.0,9.0,133,0,2,2,6,21,24,18,16,21,16,6,1
2016,Freiheitsberaubung und Entführung (Art. 183),männlich,Alle,,,,,115,0,0,2,5,20,21,18,14,17,13,5,0
2016,Freiheitsberaubung und Entführung (Art. 183),männlich,   Partnerschaft,,,,,60,0,0,0,3,10,9,10,8,10,6,4,0
2016,Freiheitsberaubung und Entführung (Art. 183),männlich,   ehemalige Partnerschaft,,,,,32,0,0,1,2,7,7,5,4,4,1,1,0
2016,Freiheitsberaubung und Entführung (Art. 183),männlich,   Eltern-Kind-Beziehung,,,,,12,0,0,1,0,0,0,1,4,2,4,0,0
2016,Freiheitsberaubung und Entführung (Art. 183),männlich,   andere Verwandtschaftsbeziehung,,,,,15,0,0,0,0,3,5,3,0,2,2,0,0
2016,Freiheitsberaubung und Entführung (Art. 183),weiblich,Alle,,,,,18,0,2,0,1,1,3,0,2,4,3,1,1
2016,Freiheitsberaubung und Entführung (Art. 183),weiblich,   Partnerschaft,,,,,5,0,0,0,0,1,2,0,0,1,1,0,0
2016,Freiheitsberaubung und Entführung (Art. 183),weiblich,   ehemalige Partnerschaft,,,,,2,X,X,X,X,X,X,X,X,X,X,X,X
2016,Freiheitsberaubung und Entführung (Art. 183),weiblich,   Eltern-Kind-Beziehung,,,,,9,0,2,0,0,0,0,0,2,2,2,0,1
2016,Freiheitsberaubung und Entführung (Art. 183),weiblich,   andere Verwandtschaftsbeziehung,,,,,2,X,X,X,X,X,X,X,X,X,X,X,X
2016,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),Total,Alle,1.0,1.0,0.0,0.0,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,Alle,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   Eltern-Kind-Beziehung,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,Alle,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Geiselnahme (Art. 185),Total,Alle,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Geiselnahme (Art. 185),männlich,Alle,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Geiselnahme (Art. 185),männlich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Geiselnahme (Art. 185),männlich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Geiselnahme (Art. 185),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Geiselnahme (Art. 185),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Geiselnahme (Art. 185),weiblich,Alle,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Geiselnahme (Art. 185),weiblich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Geiselnahme (Art. 185),weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Geiselnahme (Art. 185),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Geiselnahme (Art. 185),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Sexuelle Handlungen mit Kindern (Art. 187),Total,Alle,308.0,359.0,1.0,92.0,300,0,16,14,25,23,30,31,30,75,32,15,9
2016,Sexuelle Handlungen mit Kindern (Art. 187),männlich,Alle,,,,,284,0,15,14,25,21,28,29,28,72,29,14,9
2016,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   Partnerschaft,,,,,28,0,0,0,7,13,5,1,1,1,0,0,0
2016,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   ehemalige Partnerschaft,,,,,11,0,0,1,3,4,1,0,2,0,0,0,0
2016,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   Eltern-Kind-Beziehung,,,,,147,0,0,0,0,0,12,21,20,58,25,9,2
2016,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   andere Verwandtschaftsbeziehung,,,,,98,0,15,13,15,4,10,7,5,13,4,5,7
2016,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,Alle,,,,,16,0,1,0,0,2,2,2,2,3,3,1,0
2016,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   Partnerschaft,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   Eltern-Kind-Beziehung,,,,,11,0,0,0,0,0,2,2,2,3,2,0,0
2016,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   andere Verwandtschaftsbeziehung,,,,,4,0,1,0,0,1,0,0,0,0,1,1,0
2016,Sexuelle Handlungen mit Abhängigen (Art. 188),Total,Alle,3.0,3.0,0.0,1.0,3,X,X,X,X,X,X,X,X,X,X,X,X
2016,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,Alle,,,,,2,X,X,X,X,X,X,X,X,X,X,X,X
2016,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   Eltern-Kind-Beziehung,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   andere Verwandtschaftsbeziehung,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,Alle,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   Eltern-Kind-Beziehung,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Sexuelle Nötigung (Art. 189),Total,Alle,206.0,214.0,8.0,79.0,204,0,6,10,7,14,21,39,23,51,25,5,3
2016,Sexuelle Nötigung (Art. 189),männlich,Alle,,,,,199,0,5,10,7,14,21,38,22,50,24,5,3
2016,Sexuelle Nötigung (Art. 189),männlich,   Partnerschaft,,,,,105,0,1,4,5,5,13,19,10,29,15,3,1
2016,Sexuelle Nötigung (Art. 189),männlich,   ehemalige Partnerschaft,,,,,49,0,0,2,0,8,5,11,9,7,7,0,0
2016,Sexuelle Nötigung (Art. 189),männlich,   Eltern-Kind-Beziehung,,,,,25,0,0,0,0,1,1,4,3,12,2,0,2
2016,Sexuelle Nötigung (Art. 189),männlich,   andere Verwandtschaftsbeziehung,,,,,22,0,4,4,2,0,2,4,0,4,0,2,0
2016,Sexuelle Nötigung (Art. 189),weiblich,Alle,,,,,5,0,1,0,0,0,0,1,1,1,1,0,0
2016,Sexuelle Nötigung (Art. 189),weiblich,   Partnerschaft,,,,,2,X,X,X,X,X,X,X,X,X,X,X,X
2016,Sexuelle Nötigung (Art. 189),weiblich,   ehemalige Partnerschaft,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,Sexuelle Nötigung (Art. 189),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Sexuelle Nötigung (Art. 189),weiblich,   andere Verwandtschaftsbeziehung,,,,,2,X,X,X,X,X,X,X,X,X,X,X,X
2016,Vergewaltigung (Art. 190),Total,Alle,208.0,210.0,14.0,54.0,208,0,1,4,5,13,37,27,35,58,23,4,0
2016,Vergewaltigung (Art. 190),männlich,Alle,,,,,207,0,1,4,5,13,37,27,35,58,22,4,0
2016,Vergewaltigung (Art. 190),männlich,   Partnerschaft,,,,,126,0,0,3,1,7,18,19,24,37,16,1,0
2016,Vergewaltigung (Art. 190),männlich,   ehemalige Partnerschaft,,,,,55,0,1,0,1,6,17,6,7,13,2,1,0
2016,Vergewaltigung (Art. 190),männlich,   Eltern-Kind-Beziehung,,,,,15,0,0,0,0,0,1,1,3,5,4,1,0
2016,Vergewaltigung (Art. 190),männlich,   andere Verwandtschaftsbeziehung,,,,,11,0,0,1,3,0,1,1,1,3,0,1,0
2016,Vergewaltigung (Art. 190),weiblich,Alle,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,Vergewaltigung (Art. 190),weiblich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Vergewaltigung (Art. 190),weiblich,   ehemalige Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Vergewaltigung (Art. 190),weiblich,   Eltern-Kind-Beziehung,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,Vergewaltigung (Art. 190),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Schändung (Art. 191),Total,Alle,34.0,35.0,0.0,9.0,33,0,1,1,4,0,3,3,6,8,6,1,0
2016,Schändung (Art. 191),männlich,Alle,,,,,32,0,1,1,4,0,3,2,6,8,6,1,0
2016,Schändung (Art. 191),männlich,   Partnerschaft,,,,,7,0,0,1,1,0,1,1,1,2,0,0,0
2016,Schändung (Art. 191),männlich,   ehemalige Partnerschaft,,,,,8,0,0,0,2,0,1,0,3,2,0,0,0
2016,Schändung (Art. 191),männlich,   Eltern-Kind-Beziehung,,,,,15,0,0,0,0,0,1,1,2,4,6,1,0
2016,Schändung (Art. 191),männlich,   andere Verwandtschaftsbeziehung,,,,,2,X,X,X,X,X,X,X,X,X,X,X,X
2016,Schändung (Art. 191),weiblich,Alle,,,,,1,X,X,X,X,X,X,X,X,X,X,X,X
2016,Schändung (Art. 191),weiblich,   Partnerschaft,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
